Programa,SEXO,NEM,PAES,ICA,Q1_MDV1,Q1_MDV2,Q1_MDV3,Q1_MDV4,Q1_MDV5,Q1_D1,Q1_MDF1,Q1_MDF2,Q1_MDF3,Q1_MDF4,Q1_MDF5,Q2_MDS1,Q2_MDS2,Q2_MDS3,Q2_MDS4,Q2_MDS5,Q2_D1,Q2_MDG1,Q2_MDG2,Q2_MDG3,Q2_MDG4,Q2_MDG5,Q3_MDI1,Q3_MDI2,Q3_MDI3,Q3_MDI4,Q3_D1,Q3_MDE1,Q3_MDE2,Q3_MDE3,Q3_MDE4,Q4_S1,Q4_S2,Q4_S3,Q4_S4,Q4_S5,Q4_S6,Q4_S7,Q4_S8,Q5_BA1,Q5_BA2,Q5_BA3,Q5_BP1,Q5_BP2,Q5_BS1,Q5_BS2,Q5_BF1,Q5_BF2,Q5_I1,Q5_I2,Q6_A1,Q6_A2,Q6_A3,Q6_B1,Q6_B2,Q6_B3,Q7_A1,Q7_A2,Q7_A3,Q7_A4,Q7_A5,Q7_B1,Q8_EM1,Q8_EM2,Q8_EM3,Q8_EM4,Q9_E1,Q9_E2,Q9_E3
Administration,male,762,621.15,6104,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,4,2,2,1,3,2,3,4,3,1,1,1,2,1,1,1,1,3,2,1,1,2,4,4,3,2,1,3,1,1,1,4,3,3,1,1,1,1,1,1,1,3,1,3,1,1,1
Engineering,female,985,884,5345,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,3,4,1,1,1,1,1,1,1,2,2,2,1,1,1
Engineering,male,893,809,690,3,1,3,1,3,4,4,2,1,2,1,2,1,3,2,1,4,2,1,1,2,1,1,4,3,4,1,3,3,1,2,4,4,4,3,4,4,4,2,4,4,4,4,4,2,1,2,2,3,2,2,1,2,1,1,1,4,3,2,2,4,3,1,1,1,1,3,4,4
Administration,male,751,801,6398,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,4,4,4,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,2,2,1,4,1,2,1,3,2,1,1,1,1,1,1,1,4,4,4,4,1,1,1
Social Sciences,female,963,895,7538,2,2,4,4,4,1,2,3,2,3,2,2,4,4,4,3,1,3,3,2,3,2,3,1,2,1,4,1,2,4,4,2,1,1,2,1,1,1,2,1,1,2,2,2,2,3,2,2,3,2,2,2,3,4,4,4,1,2,2,2,1,2,1,2,1,2,2,2,1
Social Sciences,female,942,803,6732,1,1,2,1,1,1,1,3,2,3,3,1,1,2,2,1,1,2,3,3,2,3,3,1,1,3,2,1,2,2,2,2,1,3,2,1,2,1,3,2,1,3,2,2,2,4,2,2,2,3,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
Engineering,male,779,612,610,2,2,3,2,1,1,1,1,1,1,1,2,1,2,2,3,1,1,1,1,2,1,3,1,1,2,3,3,3,3,3,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,3,3,2,1,1,1,3,2,4,2,2,2,2,1,1,1
Engineering,male,799,773,5545,1,3,3,1,2,1,1,2,1,2,2,1,2,3,1,2,1,1,2,2,1,2,3,3,1,2,4,1,2,3,3,1,1,2,1,1,3,1,1,1,1,3,1,1,3,1,1,1,2,1,2,2,1,3,2,3,2,1,2,3,3,3,3,3,3,4,1,1,2
Engineering,male,751,689,612,1,3,2,2,3,1,1,2,1,2,3,1,3,2,3,3,1,2,2,2,2,3,2,3,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,2,2,2,2,2,2,3,2,2
Engineering,male,856,872,5264,1,2,3,2,1,1,1,2,3,1,2,1,2,3,2,1,1,1,1,3,1,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,3,3,3,2,1,2,2,2,2,4,3,3,1,1,2,2,1,3,3,3,3,3,1,1,1
Engineering,male,970,805,5445,3,3,4,2,2,1,1,1,1,1,2,4,4,4,4,2,1,1,1,1,2,1,4,3,2,3,4,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,2,1,3,1,1,1,4,3,1,1,1,4,1,1,1,4,4,4,4,1,1,1
Administration,male,736,847,7084,3,4,2,4,2,3,2,4,2,4,2,3,1,4,4,2,4,2,2,2,3,4,2,3,2,3,4,2,4,2,4,3,2,3,3,3,2,3,4,4,4,3,4,4,4,2,2,2,4,4,4,4,4,4,2,4,4,3,3,3,4,4,3,4,4,3,4,4,4
Engineering,male,828,695.1,680,3,4,3,4,2,1,1,1,2,2,3,3,4,4,4,2,1,2,1,2,1,3,3,2,2,1,3,2,1,2,3,1,2,2,3,1,3,2,3,2,1,2,2,2,2,4,3,3,3,2,2,2,3,3,3,2,2,3,2,1,3,3,2,2,3,2,1,2,1
Engineering,female,856,832,790,2,2,2,1,1,3,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,4,1,1,1,2,1,3,4,4,1,1,1,3,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,4,4,4,3,2,2,1,3,3,3,3,4,4,3,3,2
Administration,female,870,863,6692,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,4,2,3,3,4,3,1,1,2,1,3,1,1,2,2,3,2,2,1,1,2,2,2,3,2,2,3,2,2,2,2,3,3,3,2,3,3,3,3,3,2,2,1
Social Sciences,female,779,802,6646,1,1,3,2,1,1,3,3,2,2,3,1,1,3,2,1,1,3,3,2,2,3,4,3,3,3,2,1,1,2,2,3,2,4,2,2,4,2,3,2,3,3,2,3,3,3,3,3,4,3,4,4,4,2,1,1,2,3,2,2,2,1,3,2,2,2,3,3,3
Engineering,female,865,824,5345,2,4,4,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1
Administration,male,914,873,7378,1,3,2,2,1,1,2,2,2,3,2,1,3,3,2,2,1,2,3,2,3,2,3,3,2,3,4,1,2,3,2,1,1,1,3,1,1,1,1,2,2,2,2,4,2,2,2,2,4,1,2,4,4,4,4,4,3,2,3,3,2,2,3,2,2,4,3,4,3
Engineering,male,799,791,680,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,3,1,2,1,2,2,1,2,1,2,3,1,1,2,1,1,2,1,2,3,2,1,2,1,2,1
Administration,female,799,743.6,6398,3,2,2,3,2,1,2,2,2,1,2,2,2,2,3,1,3,2,2,2,2,4,4,2,2,2,4,1,2,2,3,1,1,1,4,1,2,2,3,1,1,2,2,3,1,4,2,2,3,3,3,3,2,2,1,1,2,3,4,2,1,3,4,2,4,4,2,4,2
Engineering,male,628,788,346,1,1,2,1,1,3,1,2,2,3,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1
Engineering,male,680,796,0,2,4,3,2,2,2,1,1,1,2,2,2,3,4,2,2,2,1,2,2,2,2,3,2,2,1,3,2,3,3,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,3,3,2,2,3,2,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,2,1,1
Engineering,male,727,691,3791,1,4,3,2,3,2,3,2,1,2,2,1,2,3,1,3,1,2,3,1,3,2,2,3,2,3,3,1,1,2,1,3,1,2,3,1,2,1,3,1,2,1,3,1,2,1,1,3,2,2,2,2,2,2,1,1,1,2,1,1,3,3,1,2,2,3,1,1,1
Engineering,male,942,842,760,2,3,3,2,1,3,2,2,3,2,1,2,3,2,2,1,3,2,2,2,2,1,3,3,1,3,3,1,1,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,3,3,1,3,1,1,1,4,4,4,1,1,1,1,2,3,3,3,2,1,1,1,1
Engineering,male,643,834,3255,4,3,2,4,4,4,3,4,4,3,2,4,4,4,4,3,4,3,4,4,4,4,3,3,4,4,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4
Administration,female,893,766,4861,2,3,3,2,1,1,2,2,2,2,3,2,3,3,2,1,1,2,2,2,2,3,2,1,2,1,3,2,3,2,2,1,1,1,2,1,3,1,2,1,1,1,1,1,1,4,2,2,2,4,1,2,1,1,2,1,1,4,3,2,2,2,4,3,3,4,1,1,1
Engineering,male,765,852,700,1,2,1,1,1,2,2,1,3,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,1,2,1,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,3,3,2,2,2,2,1,1,1,2,2,2,4,1,1,1
Social Sciences,female,900,677,6794,1,2,2,3,2,4,2,3,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,2,3,1,4,3,2,3,2,4,2,3,1,2,3,1,3,1,4,3,2,3,2,3,1,2,3,4,3,2,1,1,1,3,3,2,4,4,3,3,2,2,2
Engineering,male,790,669,3791,1,1,2,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,2,1,1,3,4,2,2,2,2,1,2,2,2,1,1,2,2,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,4,1,2,2,2,1,1,1
Engineering,male,613,628,620,1,3,2,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,4,4,4,3,4,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,3,2,3,2,4,3,4,1,1,1,1,1,1,1,3,1,4,1,1,1
Engineering,male,680,569.1,130,2,3,2,1,2,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1,2,1,3,2,2,3,3,1,1,1,1,2,2,2,2,1,3,1,1,2,1,1,1,1,2,3,2,2,2,2,2,2,2,3,3,1,2,3,1,2,2,1,2,3,2,3,1,2,1
Administration,female,828,787,630,3,2,2,3,2,4,3,4,2,4,3,2,2,2,3,1,4,3,3,2,4,3,1,2,3,1,2,2,3,2,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,4,3,2,4,3,3,1,2,3,4,3,3,3,4,4,2,3,2,2,4,4,4
Administration,male,742,634,5155,1,1,3,1,2,1,2,4,2,3,3,2,1,3,2,1,1,2,3,2,3,4,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,2,2,4,3,2,3,4,3,1,1,1
Engineering,male,851,724,580,1,4,3,3,1,2,1,1,2,2,1,2,4,3,2,1,3,2,1,1,1,1,4,2,2,2,2,1,1,2,1,1,1,4,1,1,3,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,4,4,4,1,2,2,1,3,1,4,4,4,4,1,2,1
Administration,male,879,765,6496,1,2,3,1,2,1,3,3,2,2,2,1,2,3,1,2,1,3,3,2,2,2,2,1,1,1,3,1,3,3,3,3,2,4,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,4,1,2,2,3,3,1,2,2,2,2,1,3,4,4,4,4,2,2,2
Engineering,female,928,840,660,2,3,3,1,3,1,2,2,2,2,3,2,3,2,3,2,1,2,2,2,2,3,3,2,2,3,4,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,3,3,3,1,2,2
Engineering,female,979,710,720,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,4,2,4,3,4,2,1,4,2,2,1,1,1,1,1,1,2,2,1,2,2,3,4,4,2,2,2,4,2,2,3,1,3,1,1,3,3,3,3,1,4,4,4,4,1,1,1
Administration,male,928,704,6006,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,2,4,2,3,3,3,2,3,2,3,3,3,2,2,3,2,2,2,2,3,3,1,3,2,3,2,3,2,3,2,2,3,3,3,2,4,4,3,2,2,2,2,2,3,3,1,1,1,1,3,3,2
Administration,male,771,674,690,4,4,2,4,3,4,2,2,3,2,1,4,4,2,4,3,4,2,2,3,2,1,2,2,2,1,4,3,2,3,4,4,4,4,1,4,1,2,2,2,4,3,3,4,3,1,3,2,2,3,2,2,2,4,2,1,4,3,4,4,4,1,2,2,3,1,4,4,4
Social Sciences,female,856,728,6887,2,4,4,4,3,1,1,2,2,4,3,2,1,2,2,1,1,2,3,4,4,3,1,1,3,3,2,4,2,3,4,1,1,2,2,3,4,2,4,1,2,3,3,2,1,4,4,3,2,2,2,2,2,2,3,2,3,2,4,3,3,2,2,3,4,2,1,3,2
Administration,male,808,660.8,3619,1,3,3,3,3,1,3,3,2,4,3,2,3,3,2,3,3,3,3,1,4,2,3,2,3,4,3,3,2,2,1,2,2,3,3,2,3,2,3,1,1,3,2,2,2,3,2,2,2,3,4,3,3,1,1,2,3,2,2,2,4,3,2,3,3,3,3,3,3
Social Sciences,male,808,779,6422,1,2,2,1,1,2,4,4,3,4,3,1,2,2,1,1,2,4,4,3,4,3,2,2,2,3,3,1,1,1,1,1,1,4,1,3,4,4,3,2,2,1,1,1,1,3,3,1,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,1,1,1
Social Sciences,male,842,711.6,5264,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Administration,female,907,901,728,2,2,3,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,3,3,2,3,2,1,2,4,2,1,1,2,3,1,3,2,2,2,2,2,1,3,3,3,2,2,2,3,2,2,2,4,4,3,2,3,2,2,2,3,3,2,2,3,1,2,2
Engineering,female,856,698,5345,3,2,2,2,2,4,4,4,4,4,3,3,2,2,2,2,4,4,4,4,4,3,1,3,4,3,4,4,2,2,2,3,4,3,4,4,2,4,2,4,4,4,4,4,2,2,3,4,3,3,4,3,3,3,4,4,4,3,4,3,4,2,3,3,1,1,4,4,4
Engineering,male,808,854,670,1,1,2,1,1,2,3,4,1,4,2,1,1,1,1,1,1,4,2,3,3,1,4,1,1,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,1,2,1,1,2,2,3,4,4,1,1,1,1,2,1,2,3,2,3,1,1,1
Administration,male,793,666,640,2,4,4,4,1,4,1,2,4,3,2,4,2,4,4,1,3,1,2,4,3,2,2,1,4,1,4,4,4,2,4,3,4,4,2,1,2,1,2,4,3,4,2,1,4,2,1,1,2,2,3,2,3,4,3,4,4,1,2,1,3,2,3,3,1,1,4,3,4
Administration,male,657,791,2007,2,3,3,2,1,1,2,2,2,3,2,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1
Social Sciences,male,922,628,6143,1,3,1,4,4,4,4,1,1,4,1,4,4,1,3,1,3,2,4,3,1,3,4,2,2,4,2,2,4,3,3,3,3,3,2,3,3,2,2,2,3,2,3,2,4,1,1,3,4,4,3,3,4,4,4,2,1,1,2,4,4,2,2,3,2,3,3,3,3
Engineering,female,779,610.6,2436,1,2,1,1,2,1,3,3,3,3,3,1,1,1,1,1,1,2,3,3,3,3,1,3,3,3,2,1,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1,1,2,2,2,3,2,3,2,2,3,2,3,3,2
Administration,male,779,788,6496,1,2,2,3,2,2,2,3,2,2,2,2,3,2,1,2,2,1,2,3,2,1,1,2,2,1,2,3,2,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,3,2,2,1
Engineering,male,870,863,670,1,3,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,4,3,3,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,3,1,3,4,2,2,2,2,2,3,4,4,4,4,1,1,1
Administration,female,900,759,7476,1,3,4,3,2,1,1,2,1,2,1,1,3,4,3,3,1,1,1,2,2,1,4,2,1,1,3,1,4,3,3,2,1,1,3,1,3,1,1,4,1,2,1,2,2,4,1,1,1,1,1,2,1,3,3,3,1,1,1,1,1,3,2,1,4,3,1,1,1
Engineering,female,785,726,4291,2,2,3,2,1,1,2,2,1,3,3,2,2,3,2,1,1,2,2,1,2,2,1,2,2,1,4,3,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,1,3,4,1,1,2,1,2,1,1,1,1,1,3,2,3,4,4,2,3,2,3,3,1,4,4
Social Sciences,female,726,532.7,6608,1,1,1,3,1,1,1,1,2,2,1,1,2,1,1,2,1,1,3,1,1,1,3,3,2,3,3,3,2,1,1,3,1,3,3,1,4,1,4,1,1,2,2,2,1,1,1,1,3,1,3,3,3,2,3,2,1,1,1,1,1,1,1,1,3,2,1,1,1
Administration,female,928,800,6104,1,2,3,2,1,2,1,1,3,2,2,1,2,3,2,1,2,1,1,3,2,2,4,2,1,3,3,2,1,2,1,1,1,3,3,1,2,2,4,2,1,1,1,2,3,2,3,3,3,2,2,3,2,1,1,1,2,2,1,3,2,3,3,1,2,3,2,2,2
Administration,female,879,746,6398,1,2,2,2,1,2,1,2,2,1,3,1,2,2,2,1,2,1,2,2,1,3,2,3,2,2,3,2,1,2,1,1,1,2,2,1,3,1,2,1,1,2,2,1,4,4,3,2,1,1,3,1,2,4,3,2,1,1,1,1,1,1,1,3,3,3,1,1,1
Engineering,male,928,673,4391,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,4,2,2,2,2,1,1,2,2,1,3,2,2,2,1,1,1,2,3,4,2,2,2,2,1,3,2,2,2,1,2,2,2,3,3,2,4,2,4,2,1,2,1
Engineering,female,865,698,3991,1,3,2,3,1,1,1,1,1,1,2,2,3,1,2,2,1,1,3,1,1,1,4,4,3,3,1,1,1,2,1,2,2,1,1,1,4,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,3,1,3,1,1,2,1,2,1,4,2,3,3,1,1,1
Engineering,male,870,789,710,3,2,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,1,4,4,4,2,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,3,3,3,3,3,1,1,4,4,1,1,1
Engineering,male,879,780,650,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,3,1,1,3,3,2,3,3,3,2,1,1,1,1,2,2,2,1,2,2,1,1,4,3,2,2,2,2,2,3,2,3,3,4,2,2,1,2,2,2,3,3,3,3,1,2,1
Engineering,female,886,689,670,1,2,3,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,4,3,2,3,4,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,2,3,1,1,1,1,2,1,3,1,1,2,1,1,1
Engineering,male,785,796,660,2,4,4,1,2,1,4,4,1,4,4,1,4,4,1,1,1,4,4,2,4,3,1,2,1,2,3,2,1,3,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,4,3,4,3,1,4,4,4,4,4,4,4,1,4,4,4,4,4
Engineering,male,907,699,560,3,3,3,2,2,1,2,2,1,2,3,3,3,3,2,2,1,2,2,1,2,3,3,3,2,3,2,2,2,2,2,2,2,3,3,1,2,1,2,2,1,2,1,2,2,4,3,2,2,2,1,2,2,3,3,2,1,2,1,1,2,2,3,2,2,2,1,1,1
Engineering,male,740,598,3591,1,3,3,1,2,1,3,3,2,2,4,1,3,3,1,1,1,3,3,1,2,3,3,4,3,3,3,3,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,3,3,2,2,3,2,2,2,3,2,2,1,1,1,2,2,3,3,2,3,4,1,1,1
Engineering,female,814,729,4445,1,3,2,1,1,2,2,2,2,2,3,1,3,3,1,2,2,3,3,2,2,3,4,1,2,1,4,3,3,4,4,2,1,1,3,1,2,1,1,2,1,2,3,3,1,2,2,3,1,2,1,2,3,4,4,3,1,1,2,2,2,4,3,3,4,4,2,2,1
Administration,male,900,738,5057,1,2,1,1,1,2,1,1,1,2,2,2,3,3,1,2,2,2,1,1,2,2,3,3,2,3,2,2,2,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,2,2,1,2,2,3,2,2,1,4,3,4,2,3,2,3,3,2,2,2,2,3,2,2,1
Engineering,female,643,705,710,3,3,1,3,3,1,1,2,1,1,2,3,3,1,2,2,1,1,1,2,1,1,4,2,2,2,1,1,2,3,2,1,1,1,2,1,1,1,3,2,1,1,2,3,1,2,2,2,2,3,3,3,3,1,1,1,2,3,4,3,3,3,3,2,4,4,3,3,2
Engineering,female,959,809.4,640,1,3,3,3,1,1,2,1,1,2,2,1,3,2,3,1,1,2,1,1,2,2,4,2,2,3,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,3,3,4,1,2,1,1,1,3,2,3,4,4,1,1,1
Administration,female,736,662,680,2,4,2,4,1,2,1,2,4,2,1,2,4,2,3,1,2,2,1,4,1,1,4,2,2,2,2,1,2,3,2,2,1,1,2,1,3,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,4,2,4,4,1,1,1
Administration,female,814,776,4861,1,4,3,3,1,1,1,1,1,1,4,3,4,3,3,1,1,1,1,1,1,4,4,3,1,3,4,1,1,2,1,2,1,2,2,1,2,1,1,2,4,4,1,2,1,2,1,1,3,2,2,3,3,1,1,1,4,4,4,4,4,2,4,3,3,1,1,1,1
Engineering,male,736,756,580,2,3,3,3,3,1,1,1,1,2,2,3,3,3,3,3,1,1,1,1,2,2,4,2,2,2,3,2,1,2,3,1,1,1,3,1,2,1,2,1,1,1,1,2,1,2,2,1,1,3,1,2,2,2,2,3,4,2,2,2,3,3,4,4,4,4,2,2,2
Engineering,male,922,842,800,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,3,1,1,1,3,3,2,1,1,1,2,1,2,1,2,3,3,1,1,1
Engineering,male,879,790.4,680,1,2,2,2,4,1,1,1,1,1,3,1,3,3,3,3,1,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,3,1,1,1
Administration,male,956,953,5253,1,2,4,2,2,2,3,3,3,4,1,2,3,4,2,2,2,3,3,3,4,2,2,1,2,2,3,3,4,4,4,3,1,1,2,1,1,1,2,1,2,4,3,2,2,3,2,2,3,3,2,3,3,4,3,3,2,4,2,3,2,1,2,2,3,3,2,2,2
Engineering,male,765,759,680,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
Administration,female,937,788,6594,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,4,2,1,1,4,1,2,2,2,2,1,1,1,1,3,1,3,2,2,3,1,2,2,2,1,1,4,1,3,4,4,1,1,1,1,1,1,1,1,1,2,2,3,4,2,1,1
Administration,female,823,811,6398,3,3,1,2,4,3,4,3,2,3,2,3,2,3,2,1,3,4,4,4,3,2,2,1,2,1,4,2,2,3,4,3,3,2,4,2,3,3,2,2,3,4,2,3,2,2,3,4,3,2,4,3,2,3,3,2,3,4,3,2,3,3,3,3,3,2,1,3,2
Engineering,male,628,755,2136,2,4,2,3,2,1,1,1,2,1,2,2,4,2,3,2,1,1,1,2,1,2,2,1,1,1,4,1,3,3,3,1,1,1,1,1,3,1,1,3,3,3,2,1,2,4,2,1,3,4,3,4,3,2,2,3,1,4,1,1,2,2,1,2,3,4,1,3,3
Engineering,male,842,881,640,1,3,1,3,2,2,3,3,2,2,3,3,2,2,3,2,3,2,3,2,3,2,2,3,3,3,2,2,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,3,1,3,1,2,1,2,2,2,1,2
Administration,male,793,869,6888,2,4,3,1,2,2,1,1,2,1,1,2,4,3,1,4,3,1,2,1,1,1,3,1,3,1,2,2,2,4,3,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,3,1,1,1,1,1,4,4,3,2,4,3,1,3,1,1,4,3,3,1,3,1
Engineering,male,819,657.7,2436,1,2,3,2,1,1,1,2,1,1,3,1,1,2,1,1,1,2,2,1,1,3,2,2,1,1,3,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Engineering,male,886,920,800,1,1,4,3,1,2,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,4,1,1,1,4,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,1,1,1,1,1,4,4,4,1,1,1,1,1,1,4,1,4,4,1,1,1
Administration,male,922,756,6104,3,4,3,3,2,2,1,1,2,1,3,3,3,3,3,2,2,2,1,2,1,3,3,4,2,3,2,2,1,1,2,2,1,2,3,1,3,1,2,3,2,2,1,1,2,3,3,3,2,2,3,3,2,3,2,2,2,3,2,3,3,1,2,2,4,3,1,1,1
Engineering,male,736,772,4945,1,3,1,1,1,2,2,1,1,3,4,1,3,1,1,1,1,1,2,1,3,3,1,1,1,1,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,3,3,3,1,1,3,3,3,4,4,2,2,1,2,1,1,1,2
Administration,female,900,905,7182,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,3,3,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,4,4,4,2,4,2,1,2,3,3,4,4,4,1,1,1
Engineering,female,796,NULL,2991,3,3,1,4,3,1,2,2,2,2,1,3,3,2,3,3,1,2,2,2,2,1,4,3,2,3,4,1,1,3,2,3,1,1,4,1,3,1,3,3,2,2,1,1,2,3,3,2,1,2,2,2,3,4,3,4,1,4,2,1,1,1,3,4,3,4,1,1,1
Administration,female,914,748,6888,1,1,2,2,2,1,2,1,1,1,3,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,3,2,2,2,2,1,2,3,2
