Programa,SEXO,NEM,PAES,ICA,Q1_MDV1,Q1_MDV2,Q1_MDV3,Q1_MDV4,Q1_MDV5,Q1_D1,Q1_MDF1,Q1_MDF2,Q1_MDF3,Q1_MDF4,Q1_MDF5,Q2_MDS1,Q2_MDS2,Q2_MDS3,Q2_MDS4,Q2_MDS5,Q2_D1,Q2_MDG1,Q2_MDG2,Q2_MDG3,Q2_MDG4,Q2_MDG5,Q3_MDI1,Q3_MDI2,Q3_MDI3,Q3_MDI4,Q3_D1,Q3_MDE1,Q3_MDE2,Q3_MDE3,Q3_MDE4,Q4_S1,Q4_S2,Q4_S3,Q4_S4,Q4_S5,Q4_S6,Q4_S7,Q4_S8,Q5_BA1,Q5_BA2,Q5_BA3,Q5_BP1,Q5_BP2,Q5_BS1,Q5_BS2,Q5_BF1,Q5_BF2,Q5_I1,Q5_I2,Q6_A1,Q6_A2,Q6_A3,Q6_B1,Q6_B2,Q6_B3,Q7_A1,Q7_A2,Q7_A3,Q7_A4,Q7_A5,Q7_B1,Q8_EM1,Q8_EM2,Q8_EM3,Q8_EM4,Q9_E1,Q9_E2,Q9_E3
Engineering,female,907,848,0,2,1,2,4,4,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,4,2,3,3,4,2,1,1,2,1,1,1,1,1,1,1,1,1,3,4,4,3,2,4,3,4,4,3,2,3,2,2,3,1,2,2,3,1,2,4,4,3,1
Administration,female,851,708.4,4959,1,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,2,3,3,3,3,1,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Engineering,male,856,755,650,2,3,3,2,1,1,2,3,2,2,3,2,3,3,2,2,1,2,3,2,2,3,3,2,2,3,2,3,3,4,2,2,1,1,1,1,1,1,1,2,2,1,1,3,2,2,3,3,2,2,1,3,3,2,2,1,1,2,3,2,3,2,2,3,3,2,2,1,2
Engineering,male,699,685,3691,1,3,3,2,2,1,1,1,2,1,1,2,3,3,2,2,1,1,1,3,1,1,3,2,3,2,2,3,1,4,2,1,2,4,3,1,2,1,1,1,1,1,2,1,4,4,2,1,1,1,1,2,1,4,3,3,1,3,1,1,2,1,2,1,2,4,1,1,1
Administration,male,793,796,6398,3,1,3,2,4,4,4,4,4,3,4,3,2,3,2,3,4,4,4,4,1,4,3,2,3,1,4,4,4,4,4,3,2,1,4,4,1,4,3,3,2,4,2,1,4,3,2,3,2,4,4,3,3,4,2,3,4,3,2,3,2,3,4,2,4,4,4,4,3
Administration,male,765,681,3815,3,3,4,2,1,1,1,1,1,1,3,3,3,4,2,1,1,1,1,1,1,1,4,3,2,3,4,1,1,1,1,2,1,1,3,1,1,1,1,3,2,2,1,1,1,4,2,3,2,3,2,2,2,4,4,4,1,1,1,1,3,3,2,2,1,2,1,1,1
Engineering,female,928,758.3,640,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,4,1,3,3,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,4,3,3,1,1,1,1,3,1,1,3,2,1,2,2,2
Administration,male,799,772,6104,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,3,3,1,1,1,3,1,4,4,1,1,1
Administration,male,785,713.2,5057,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,3,3,1,2,2,1,2,3,2,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,4,2,4,1,1,1,1,2,2,2,2,3,3,1,1,1
Administration,male,#N/A,#N/A,7084,1,2,1,3,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,1,1,1,4,2,3,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,3,2,1,2,1,3,1,2,4,1,1,1
Administration,male,796,673.95,6398,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1
Administration,female,879,685.45,4959,2,2,3,1,1,1,3,2,2,2,3,1,2,2,1,1,1,3,2,3,2,3,2,2,1,2,4,1,2,2,2,2,2,3,2,2,3,2,3,1,1,2,1,1,3,3,2,1,1,1,1,2,2,1,2,1,1,2,2,2,1,3,3,3,3,3,1,1,1
Administration,female,823,808,6496,3,4,4,2,1,1,1,1,1,1,2,2,2,4,3,2,1,1,1,1,2,2,4,1,1,1,3,1,2,3,3,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,3,1,2,1,2,2,2,2,3,1,1,2,2,3,3,3,4,4,4,4,2,2,2
Administration,female,842,785,5449,1,3,3,1,2,1,3,4,2,4,2,2,3,2,1,1,1,3,3,3,4,2,4,4,4,4,4,1,2,1,1,3,1,4,2,1,4,4,4,1,1,2,1,2,2,1,1,1,4,3,1,4,4,1,1,1,4,3,4,4,4,3,4,4,4,4,4,4,1
Engineering,male,742,601,630,1,3,4,3,2,2,2,2,2,2,2,3,2,3,2,2,1,1,2,2,2,2,4,2,3,2,2,2,2,3,1,3,1,1,4,1,4,1,4,1,2,2,2,2,3,3,2,2,1,2,1,2,4,2,3,2,3,3,2,3,3,2,2,2,4,4,2,3,3
Administration,female,837,739,4884,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,1,1,2,1,2,2,2,3,2,2,1,3,3,1,1,1,1,1,2,4,1,1,1
Administration,female,870,769,5908,4,3,3,3,2,1,1,4,2,3,3,3,3,2,2,3,1,1,3,1,2,3,4,4,1,4,4,3,1,1,1,1,1,2,4,1,3,1,2,2,1,2,1,3,4,4,1,3,3,3,4,3,4,2,1,1,3,4,4,4,3,3,4,4,4,4,3,2,3
Administration,female,879,753,6202,1,3,4,2,2,1,1,2,2,3,2,1,3,4,2,2,1,1,2,2,3,2,4,4,4,4,4,1,4,1,1,3,3,3,3,3,3,3,3,4,3,4,3,3,1,1,1,1,4,2,4,4,4,1,1,1,3,2,3,3,3,3,3,3,3,3,3,4,4
Engineering,male,814,872,620,1,1,2,1,1,1,3,2,2,3,4,1,2,2,1,2,1,2,2,2,2,2,3,1,2,1,3,2,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,3,3,2,2,2,3,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1
Engineering,male,922,729,630,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,2,1,3,3,2,2,2,2,4,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,4,3,4,2,2,2,2,2,3,3,3,3,2,2,2,2
Administration,female,914,766,4371,1,3,4,1,1,1,1,1,1,4,2,1,3,4,1,1,1,1,1,4,2,1,4,1,1,1,4,1,4,1,1,1,1,2,4,3,4,4,1,3,3,3,2,1,4,4,2,1,4,2,4,4,4,1,1,1,3,4,4,4,4,1,4,4,4,1,2,2,1
Engineering,female,956,717,3791,2,1,3,3,1,1,2,2,1,1,2,1,2,3,3,2,1,2,1,1,2,1,4,3,1,3,2,1,1,2,1,1,1,2,2,1,3,1,1,2,1,1,2,1,3,4,2,2,1,2,1,2,2,3,3,1,1,2,2,1,3,2,2,1,2,3,1,3,2
Social Sciences,male,771,752,6515,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,3,3,2,2,2,3,2,2,3,2,2,3,3,3,1,2,3,2,2,1,1,1,1,2,3,2,2,3,3,3,3,3,2,2,3,2,2,2,1,2,1,1,1,1,1,1,1,1
Engineering,male,708,855,5345,1,2,3,1,3,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,4,1,3,3,2,2,1,1,2,1,1,1,2,2,1,3,3,3,3,4,2,2,4,4,3,4,4,2,1,1,2,3,3,4,4,1,4,4,4,4,3,3,3
Social Sciences,female,865,735.25,656,1,2,4,1,1,1,3,3,3,3,4,1,1,4,1,1,1,3,4,3,3,4,4,1,1,1,2,1,4,4,3,3,1,3,2,1,2,2,3,2,1,1,2,2,1,3,1,1,3,3,3,3,4,3,3,2,2,3,1,3,2,2,3,1,3,4,1,2,2
Administration,female,893,752,630,2,3,3,3,2,1,1,1,1,1,1,2,3,3,2,3,1,1,1,1,1,1,2,1,1,1,3,1,1,2,3,1,1,1,3,1,2,1,1,1,1,1,1,1,4,4,2,1,1,3,1,1,1,4,4,3,1,2,2,1,1,2,3,1,4,3,1,1,1
Administration,female,942,735.7,4109,3,4,2,2,3,4,1,1,1,1,3,4,4,3,4,4,4,2,1,2,2,2,4,4,4,3,4,3,2,2,1,4,2,4,3,4,2,4,2,3,4,2,3,4,2,4,2,4,3,2,4,4,2,3,4,3,4,2,3,4,2,3,3,4,2,3,3,3,2
Engineering,female,907,804.3,660,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,4,1,2,1,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,2,2,2,2,2,3,3,2,1,1,1,1,1,3,2,3,3,4,1,1,1
Engineering,male,751,874,630,2,3,1,3,1,2,1,1,2,2,1,2,3,1,1,1,3,1,2,1,3,1,3,2,2,1,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,2,4,4,4,1,1,2,2,3,2,2,2,3,1,3,3,3
Administration,male,837,875,7574,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,3,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,1,1,2,1,4,4,3,1,3,3,2,3,1,4,2,4,4,3,3,3
Engineering,male,942,900,770,4,3,2,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,4,4,2,3,2,4,4,2,4,4,4,4,4,4,3,4,4,4,3,3,3,4,1,3,3,3,1,1,1,3,3,3,3,3,3,3,4,3,1,4,4,4
Engineering,male,671,633.4,80,4,3,4,4,3,4,1,2,2,1,2,4,3,3,2,3,4,1,1,1,1,1,1,2,4,3,2,2,2,4,3,4,4,4,4,4,4,3,2,3,4,2,3,3,4,2,3,3,3,2,2,2,2,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1
Engineering,male,956,764.3,610,1,3,3,2,2,1,3,2,3,2,1,1,3,3,1,2,1,2,2,2,3,1,3,1,1,1,2,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,1,1,1,1,1,1,3,2,2,2,1,3,3,4,2,1,3,4,2,2,2
Engineering,male,828,729,2736,2,2,3,3,3,2,2,2,3,2,3,2,2,3,3,3,2,3,2,3,2,3,3,3,2,3,4,2,2,3,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,3,2,2,1,1,2,2,2,3,2,3,2,1,2,2,1,2,3,3,4,3,1,1,1
Engineering,female,870,788,2736,1,3,4,4,4,1,1,1,2,2,1,2,3,4,3,3,1,1,1,2,1,1,4,3,2,3,4,1,2,4,2,1,1,1,3,1,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,4,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1
Engineering,male,793,784,4391,1,2,3,3,2,1,2,2,1,2,2,2,2,3,2,2,1,2,2,1,2,2,2,3,2,3,2,2,1,1,1,1,1,2,2,1,3,2,2,2,1,1,1,1,3,2,2,1,2,2,2,3,2,2,2,2,1,1,2,3,2,2,2,3,2,3,2,2,2
Administration,male,713,832,4959,2,3,3,4,2,3,1,1,2,2,1,3,3,3,2,3,1,1,1,2,1,1,2,1,1,1,2,2,2,4,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,4,3,4,2,3,2,2,3,2,2,1,2,3,2,3,2
Engineering,female,879,788,650,3,3,4,3,3,1,1,1,1,1,2,3,3,4,3,3,1,1,1,1,1,2,3,2,3,1,4,2,3,3,3,1,1,1,3,1,4,1,2,2,1,1,2,1,1,4,3,2,1,2,1,1,1,4,3,4,4,2,2,4,4,3,3,1,4,4,3,3,3
Engineering,female,771,652,3391,1,4,3,1,2,1,1,1,1,1,3,1,4,3,1,2,1,1,1,1,1,3,3,3,2,3,4,1,1,1,1,3,1,1,3,1,4,1,3,2,1,3,1,1,1,1,1,1,3,3,2,4,3,3,2,3,1,1,1,1,2,3,1,1,2,4,1,1,1
Social Sciences,female,956,685,698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Administration,female,907,717,5155,2,4,4,3,2,1,1,3,1,1,1,3,4,4,3,4,1,1,2,2,2,2,4,2,3,3,4,2,2,1,3,4,1,2,4,1,3,1,3,3,1,3,3,2,2,4,1,1,4,1,4,4,4,2,1,1,4,2,4,4,4,3,4,4,4,4,1,2,3
Engineering,male,628,560.6,4545,1,4,2,1,1,1,1,1,1,3,3,1,2,2,1,2,3,3,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
Engineering,male,680,788,2636,1,3,4,2,1,1,1,1,1,3,3,2,2,2,2,3,3,3,1,1,3,3,1,1,1,1,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,4,3,2,4,1,2,4,2,1,4,2,3,2,1,2
Engineering,male,865,826,2836,1,3,2,1,2,2,3,2,1,2,2,2,1,1,2,1,3,2,2,2,2,2,3,1,3,1,4,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,2,1,1,2,1,4,2,3,1,1,1,2,3,3,2,2,2,3,2,2,2
Administration,female,937,855,6888,1,3,3,2,2,1,2,2,2,3,2,2,3,3,2,2,1,2,2,3,3,3,3,2,3,2,4,2,2,3,2,2,1,1,2,1,2,1,1,3,3,2,2,2,2,1,2,2,3,2,2,3,2,3,2,1,3,3,2,3,4,2,3,1,3,4,1,3,2
Administration,male,900,823,728,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,2,4,4,4,2,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,1,1,3,2,4,4,1,1,1,1,4,4,3,2,1,1,1,1
Administration,male,914,812,6692,1,3,4,3,1,1,1,1,1,2,3,2,1,3,2,2,3,2,3,2,1,2,4,3,1,1,4,3,3,3,1,3,1,1,1,1,4,1,3,3,2,1,1,1,3,4,3,1,1,2,2,4,4,4,4,4,1,4,4,4,4,1,1,1,4,4,1,4,3
Administration,male,856,766,6006,2,2,3,2,2,2,2,2,2,1,2,2,2,2,3,3,2,3,2,2,1,1,3,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,3,1,1,1,2,2,2,3,2,2,1,2,2,3,2,3,3,3,1,2,2,2,2,2,2,2,2,3,1,1,1
Administration,male,979,905,777,4,3,1,1,2,3,4,4,3,4,3,4,3,1,1,2,3,4,4,3,4,3,1,4,4,4,1,2,3,1,2,4,4,4,3,4,4,4,4,4,4,4,4,3,2,1,2,3,3,1,3,1,1,2,2,1,2,4,3,3,4,2,1,1,2,1,1,1,2
Engineering,male,922,912,750,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,4,1,4,1,1,1,1,1,1,4,4,4,4,4,1,1,1
Administration,male,956,942,7868,4,1,1,1,1,4,4,3,3,3,3,4,1,1,1,1,4,4,3,3,3,3,2,2,2,2,2,3,3,3,3,4,4,4,2,4,4,4,4,3,3,3,3,3,3,2,3,3,2,4,3,2,1,3,2,4,4,4,2,3,2,3,1,3,2,1,1,1,3
Administration,male,779,886,6692,4,4,4,4,4,4,2,2,3,2,2,4,4,4,4,4,4,2,2,3,2,2,4,1,2,1,2,1,4,2,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,1,4,4,4,4,2,2,4,3,4,4,3,2,2,3,4,1,2,1,2
Engineering,male,636,641,3491,2,3,3,1,2,1,1,2,1,1,2,2,3,3,1,2,1,1,2,1,1,2,4,2,2,2,4,2,3,3,3,1,1,3,2,1,2,2,2,1,1,2,2,2,3,2,2,2,3,3,3,3,3,2,2,3,1,1,1,1,1,3,3,2,3,3,1,1,1
Engineering,male,650,744,670,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,3,2,2,2,3,2,2,2,3,1,2,2,3,2,2,2,3,1,3,2,1,3,2,2,2,2,1,1,1,1,2,1,2,3,2,2,2
Engineering,male,856,858,670,1,2,3,2,1,1,1,1,2,1,2,2,2,3,2,1,1,1,1,2,1,2,4,3,3,3,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,3,3,3,4,2,3,3,4,4,4,1,1,1,1,1,3,2,2,4,4,1,1,1
Engineering,female,706,589.7,2836,1,3,3,2,1,1,2,2,1,1,1,1,3,3,1,1,1,2,1,2,1,1,4,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,3,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1
Administration,male,771,807,6692,4,1,1,1,4,4,4,4,4,1,4,2,1,1,1,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,3,4,2,4,4,2,4,4,3,3,3,3,3,4,1,3,2,1,3,2,2,1,3,3,2,1,3,1,1,1,2,1,4,1,1,3,1,1
Engineering,female,828,636.9,2336,1,3,2,2,2,1,1,2,1,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,1,2,3,3,3,3,1,2,2,2,2,2,3,3,2,2,3,2,2,2,2,1,2,2,3,3,3,1,3,1,1,2,1,2,2,3,2,1,1,1
Administration,female,823,657,6202,4,3,2,3,3,4,4,4,3,4,3,3,2,2,3,2,4,4,4,3,4,3,1,3,3,4,2,3,3,1,2,4,4,4,3,4,1,4,4,4,4,3,4,4,4,2,1,1,4,4,4,3,3,1,1,1,4,4,4,4,4,4,4,1,1,1,4,4,4
Engineering,female,914,886,740,1,2,2,3,1,1,1,1,1,1,2,1,2,2,3,1,1,1,1,1,1,2,3,1,3,2,3,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,3,4,1,4,4,1,1,1
Engineering,male,937,940,660,1,3,2,1,2,2,1,1,1,1,2,1,3,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,2,2,3,3,3,1,2,2,1,2,2,3,4,4,3,1,1,1
Engineering,male,965,955,820,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,3,3,2,3,1,1,1,1,2,1,1,1,1,2,1,2,1,2,4,4,3,3,1,2,1,1,1,4,4,4,1,1,2,2,1,3,4,1,4,4,1,1,1
Administration,female,951,819,728,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,4,2,1,1,2,1,3,4,3,1,1,1,3,1,1,1,2,1,3,1,1,1,4,2,1,1,1,2,1,1,1,3,2,3,1,1,1,1,1,1,4,2,1,1,1,1,1
Engineering,female,865,920,710,4,2,1,1,2,3,3,3,4,4,3,3,3,1,1,2,3,4,4,4,4,3,3,3,4,4,3,1,2,1,2,4,4,4,4,4,4,4,4,3,4,4,4,4,3,1,4,4,4,4,4,4,4,2,1,2,4,4,4,3,3,1,1,2,1,1,4,4,4
Social Sciences,male,757,727,7166,2,3,4,2,2,1,1,1,1,1,1,1,2,2,1,2,1,3,2,2,1,1,2,3,1,2,1,1,2,3,1,1,1,2,3,2,1,1,1,1,1,1,2,3,1,1,1,2,1,1,2,1,2,3,3,4,1,2,1,1,2,1,2,3,1,3,2,1,1
Engineering,male,799,797,3691,4,4,4,3,4,3,3,3,4,3,4,3,3,4,4,3,3,2,4,4,3,4,4,4,4,4,4,3,3,3,4,3,4,4,3,3,4,3,3,2,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
Engineering,male,779,690,4745,1,3,3,2,1,1,1,1,2,1,2,1,3,2,2,1,1,1,2,3,1,2,1,3,3,2,4,4,3,3,2,2,1,1,2,1,2,1,1,2,1,1,1,1,2,3,3,3,1,2,1,2,2,2,2,1,1,1,2,1,1,3,4,3,3,4,1,1,1
Administration,male,722,839,6202,1,4,3,4,1,1,2,1,2,1,1,4,3,3,1,3,1,2,2,1,3,1,3,1,1,3,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,2,4,3,2,3,2,1,1,1,1,1,1,2,2,2,4,4,2,1
Engineering,male,736,733,3191,2,2,2,2,3,1,2,3,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,1,2,3,4,2,2,2,3,2,3,2,3,2,2,3,3,3,2,3,2,2,3,3,2,2,2,2,2,3,2,3,1,3,2,2,2,2,3,2,3,2,2,4,1,1,1
Administration,male,865,661,5712,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,2,1,3,3,3,3,2,3,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,2,4,4,3,2,3,3,3,3,2,3,3,3,2
Engineering,male,765,855,670,2,3,2,3,3,1,2,1,2,2,3,3,1,1,2,3,2,2,3,1,1,3,3,2,1,4,4,3,2,1,2,2,1,3,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,2,4,4,4,1,3,2,1,4,2,2,3,2,2,2,2,3
Engineering,female,979,944,750,1,2,2,2,1,1,2,2,2,3,3,1,2,2,2,1,1,2,2,2,3,3,3,2,2,2,3,1,2,3,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,3,2,2,3,2,2,2,4,2,3,1,1,1,2,2,3,3,2,4,4,1,1,1
Engineering,male,942,892,770,2,3,3,1,1,1,1,2,4,1,1,2,3,3,1,1,1,2,2,4,1,1,3,1,1,2,4,2,1,4,2,2,1,1,3,1,3,1,2,1,1,3,2,2,1,4,3,3,2,1,1,2,2,4,4,2,1,1,1,1,2,2,4,3,4,4,1,1,1
Administration,male,808,812,5253,3,2,1,2,2,4,2,2,1,2,2,3,2,1,2,2,4,2,2,1,2,2,2,4,3,4,1,2,2,3,2,3,4,2,4,4,3,4,3,4,3,3,4,3,3,2,3,3,3,2,3,2,2,3,3,4,3,1,2,2,1,3,2,3,2,2,3,2,2
Administration,female,842,756,5057,1,3,4,2,2,1,1,2,1,3,3,1,3,4,2,2,1,1,2,1,3,3,4,3,2,4,4,1,2,1,1,3,1,2,1,1,3,1,4,3,1,2,1,4,1,1,1,1,3,1,3,4,2,1,1,1,3,4,4,4,4,2,2,2,4,2,3,4,3
Engineering,male,851,681,610,1,2,4,2,1,1,2,2,1,1,2,3,3,3,1,1,1,2,1,1,3,3,4,2,2,2,4,3,2,3,2,3,1,2,3,1,3,1,3,2,1,1,3,2,4,3,2,1,2,3,1,2,3,3,1,3,2,1,4,3,3,1,3,1,4,3,4,1,2
Social Sciences,female,842,669,698,2,2,4,2,2,1,1,2,1,1,3,2,2,4,2,2,1,1,2,1,1,3,4,2,1,1,4,1,1,4,3,4,1,3,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
Engineering,male,928,901,810,2,3,3,2,1,1,2,1,2,2,2,2,3,2,3,1,1,2,2,2,2,2,2,3,2,3,2,2,2,4,1,1,1,1,2,1,1,1,1,1,2,1,2,2,4,4,3,2,1,2,1,2,1,4,4,4,2,2,2,2,2,3,4,1,4,4,2,1,1
Engineering,male,928,895,730,2,3,3,3,1,1,1,2,1,1,3,3,2,3,2,2,1,2,1,1,1,3,3,3,2,4,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,2,2,2,2,3,2,4,2,3,1,1,2,2,1,2,1,1,4,4,1,1,2
Administration,Other,914,793,679,2,1,3,1,1,1,2,3,1,4,3,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,1,1,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,2,3,4,2,1,1,4,4,3,4,4,4,3,2,2,1,2,2,2
Engineering,male,708,832,690,2,3,3,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,3,2,1,3,3,3,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,3,2,3,3,4,2,2,2,2,2,2,3,4,3,3,2,1,1
Administration,female,937,833.5,7182,2,4,3,3,2,1,1,1,2,2,1,2,3,3,2,2,1,1,1,1,1,1,4,2,1,2,2,1,2,4,3,2,2,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,2,1,1,1,2,4,2,4,3,1,1,1
Engineering,male,893,863,640,1,3,2,2,1,1,2,3,2,2,2,1,3,2,2,1,1,2,3,2,2,2,1,3,2,3,4,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,4,3,2,2,4,1,2,2,3,3,4,1,1,2,1,1,3,4,4,4,4,1,1,1
Administration,male,757,650.1,5155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Engineering,male,572,540.2,70,2,4,3,3,3,2,2,2,3,2,2,2,4,3,3,3,2,2,2,2,2,2,3,3,3,4,4,4,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,4,2,3,2,2,3,3,3,3,2,3,3,4,2,2,1
Administration,male,771,840,6202,3,3,3,2,2,2,2,2,2,3,2,1,1,1,3,3,1,1,1,1,3,1,2,1,2,1,1,1,1,2,1,2,3,2,2,2,3,2,3,4,4,1,2,4,4,2,1,2,2,1,2,3,3,3,3,2,1,1,1,1,1,1,3,2,2,2,1,1,1
Engineering,female,886,701,3791,1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,3,3,3,1,2,2,1,1,2,4,1,4,3,1,1,1
Engineering,male,685,820,600,4,4,4,3,2,3,3,4,3,3,2,3,3,3,3,4,3,3,4,2,2,4,4,4,3,3,2,4,3,3,4,4,4,3,3,3,4,3,4,4,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4
